reviewId;userName;userImage;content;score;thumbsUpCount;reviewCreatedVersion;at;replyContent;repliedAt;appVersion
7050a74e-e199-452c-9129-58e3f459c8aa;A T watcher;https://play-lh.googleusercontent.com/a/ACg8ocKC5EuFfw9Z5HrzcRpDsKXd_9Q_1gFInPIOI7UOfIjn=mo;Good governance;5;0;1.2.2;24/01/2024 8:32;;;1.2.2
51f232bc-760f-47fe-9ebc-b3a40dd27916;A yu;https://play-lh.googleusercontent.com/a/ACg8ocJbVTXeTLAjeTfyPSUxIKSuLQWh71_K_9z2bbtea0Hy=mo;Semoga cepat layanannya..;4;0;1.2.2;28/07/2023 10:43;;;1.2.2
d0bfee25-53d3-4f64-af7d-a470f9641622;A.P.S “Azka Phone Services”;https://play-lh.googleusercontent.com/a-/ALV-UjVLTpJwhii6GA6yh5Zth1C-GGCrApzdrf6VBBzKM_8-wok;Tidak bisa membuka dokumen;2;0;1.2.2;04/01/2024 13:06;;;1.2.2
4ac937c3-b749-4521-b2e6-abd71ec83d05;a.s Brok;https://play-lh.googleusercontent.com/a-/ALV-UjXtjSLl96pJE5u0IS0BCWpBvicTxy0FkegY4FyOmgJQ66E;"Ini gimna ceritanya katanya online tapi di ujung minta scan barcode yang di berikan dukcapil,��� harus datang ke lokasi dong minta barcode nya";3;0;1.2.2;25/06/2023 18:50;;;1.2.2
341919ae-a9f4-486d-8190-a861f12c8a94;A4 04 Aulia Putri Cahyani Ramadhina Bay;https://play-lh.googleusercontent.com/a/ACg8ocL2CLDNXKLMhzR1AZK9DTxEuojISCEZukLWyPkX_bAxcw=mo;Bagus dan sangat berguna untuk aktivitas di era digital seperti sekarang�;5;0;1.1.0;20/01/2023 8:49;;;1.1.0
e7998006-cc3c-4d1e-9ec1-ef50b4de4842;Aa Chomenk;https://play-lh.googleusercontent.com/a-/ALV-UjXjeoJn5k9tMLOL2NrDkmDlQMj2hEj7GN9rHgfDUQVxD6lT;"Aplikasi ini pengganti e-KTP fisik dengan sistem berbasis android, Jadi untuk proses awal kita register terlebih dahulu, dan setelah proses pemindahan barcode di kantor kelurahan sesuai e-KTP fisik yang kita pegang. Saya sudah mencoba alhamdulillah saya sudah mencoba ....��";5;1;1.0.0;23/09/2022 21:45;;;1.0.0
527cf56b-6db2-45bb-b644-4ff33f81193b;Aa Imus;https://play-lh.googleusercontent.com/a-/ALV-UjUuGwo5DT5TE9exGjg1bOnoft3vdteqSHfwaCam9YDbrMU;"Aplikasi yang bagus dan keren. Mudah dalam penggunaannya, mudah dalam proses pendaftaran dan regiatrasinya, dan tentunya ramah lingkungan.";5;2;1.2.2;06/06/2023 14:12;;;1.2.2
2c36ebac-5a1f-4f5b-8461-44853ce2de18;Aaa Aaa;https://play-lh.googleusercontent.com/a/ACg8ocJ_GTpVhRGBYG5QdwV9KwdtSyUnHhyb0E3HiFzpAtgO4Q=mo;Kenapa saat dibuka katanya kendala jaringan padahal jaringan saya sudh bagus;4;0;1.2.2;25/02/2024 18:42;;;1.2.2
6195925f-5e95-4f7f-b183-a6f407d7e77e;Aak Tobi;https://play-lh.googleusercontent.com/a-/ALV-UjW5V6VKgrGELyHREnLCnV5NiApMsH1tFVJ4A7cx4vn0JA;Kok aplikasinya gak bisa kebuka tolong jelasin?;2;0;;20/02/2024 7:31;;;
3bb937ec-074c-4849-b390-2f0d94ede7e1;Aam Kusmana;https://play-lh.googleusercontent.com/a-/ALV-UjULcfUKQI0EvfOzJyuHevMILb4UoK5C8sCjmnh_hFPncWw;Sangat membantu sekali;4;0;1.1.0;30/01/2023 16:38;;;1.1.0
b5a97af8-bc03-4774-9b85-7e848fa0f286;Aay Arnoh;https://play-lh.googleusercontent.com/a/ACg8ocIE_-LD6mF9P_1z4xg-Yt2McHfvCr8-HyFHSVvAiYyE=mo;Baik;5;0;1.2.2;15/02/2024 8:51;;;1.2.2
ce024a65-30ef-4c6d-8d73-21bf157c462d;ABAH RENDI;https://play-lh.googleusercontent.com/a-/ALV-UjVXyFRCZDX94FL5so7jIFinrRCDfbayc4gf1drpHIBgFbc;Apk nyah memang yang sangat ngga guna.nyusahin banget asli. Nyesel banget. Ya kalau bisa kasih rating ngga ada bintang mending ngga usah kasih bintang. Trimakasih apknya yg paling sangat ngga guna.;1;0;1.1.0;02/04/2023 10:57;;;1.1.0
6c5b803a-479f-4304-9aa3-4ccbda9fc1c6;Abal Abal;https://play-lh.googleusercontent.com/a-/ALV-UjXs-TYZjEkeigS46LjuVwHn20AyVdk-VzkLOZA7ufcD2Q;"susah di gunakan banyak yang tidak mendukung ikd , saya susah bahkan tidak bisa verifikasi di olshop � , ini kalo masih Beta (ujicoba) jangan dulu lah di publikasikan gimana sih Indonesia";1;0;;09/12/2023 15:48;;;
364b5b8d-b297-415a-b8f3-6dfe86db1061;Abank Yusri400;https://play-lh.googleusercontent.com/a/ACg8ocKJqzQD7ipla3aHnNSimq1RwhBBRSB5OGGchVhhK5uq=mo;���;5;0;1.2.2;12/01/2024 17:09;;;1.2.2
ee98615c-3d0f-4c68-a037-ef97426d25ca;Abanks Khosonk6z;https://play-lh.googleusercontent.com/a-/ALV-UjU3jQeB_jDC--LA1c3ymOLm-x_sFQSPwkhiGCeSjs-I5Ww;karena baru di coba;3;0;1.2.2;11/02/2024 19:58;;;1.2.2
6973923d-be44-4be8-b5a4-8c88f33dee87;Abay Quin;https://play-lh.googleusercontent.com/a/ACg8ocLbFPboavyp0xsIbZCJcjauCU8KiMFNtLwvWloHpFmH=mo;Ko g bisa masuk kesalahan jaringan trus;3;0;1.2.2;15/02/2024 17:58;;;1.2.2
9f930ae5-bb07-451f-bd25-ae8ed3327d81;Abbas M. Zein;https://play-lh.googleusercontent.com/a-/ALV-UjWoFY2TN1kAPhGAVfQJD3f1Zh_mF9Hi0Et4drGg6ph8Jw;"Aplikasi ini sangat bagus ,kami dukung..dgn harapan ada tambahan fitur lain lagi...";5;1;1.1.0;10/01/2023 17:22;;;1.1.0
4046c84b-6df2-4986-bc36-7d9811e5ec1d;Abd Rahim;https://play-lh.googleusercontent.com/a-/ALV-UjXy-DTwnZ4v5ysD828jsZRngsGelCiawdRPHQU7V39OHQ;Bukan dipermudah malah bikin susah rakyat ga semua orang punya hp dan bisa main hp bos;2;0;1.2.2;03/01/2024 9:14;;;1.2.2
6c8f1780-8674-478a-9532-cbcf3c081814;Abd Rahman;https://play-lh.googleusercontent.com/a-/ALV-UjVY4KRj3NFD-aP_ADd0WEPCCdfiU4iDLmhHGRUgUJa-TA;Belum bisa terbuka;3;0;;24/05/2023 15:34;;;
d242287d-b24c-43d0-aa47-bd86519150dc;Abd waris Al fatoni;https://play-lh.googleusercontent.com/a-/ALV-UjXPhuXbPx4CRkpsD5qTfK1gCMNVaENlIlN51T1pK0OEq7k;"Mau daftar aja susah. Disuruh masukkan email, Setelah dimasukkan tapi malah ada tulisan email tidak valid padahal email-nya udh benar. Saya berharap aplikasi ini diperbaiki untuk lebih memudahkan lagi masyarakat Indonesia, untuk membuat identitas kependudukan digital.";1;5;1.1.0;17/03/2023 16:42;;;1.1.0
edf7e328-0260-4150-866d-9f4a2fe61759;Abdhie Setiawan;https://play-lh.googleusercontent.com/a-/ALV-UjX0bfTrxsUh0CT94n5hULBOXR0uJ_HSL30_nnC6J9N6Sek;"Aplikasinya sbenarnya bagus cm pas mau scan barcode gmn... ? Lawong ektp kita blm digital dan tdk ada qr code nya... sama aja kita harus ngurus dl ektp digitalnya, harusnya sdh otomatis krn data kita sdh terekam di dukcapil";2;3;1.0.0;28/09/2022 7:42;;;1.0.0
b656205f-1fb1-447f-ac6e-d937cf584355;Abdie Tea;https://play-lh.googleusercontent.com/a-/ALV-UjWw4AoIYQ0GRRJc4c4xfUm8Q-vjwBRQM9Vd0NvWHLvpCzM;Scan Kode QR nya gimana ni GK ngerti;4;0;1.2.2;26/02/2024 17:47;;;1.2.2
893c73ee-90c6-4531-a548-afdc9dddbc5d;abdillah arif;https://play-lh.googleusercontent.com/a-/ALV-UjUqLO_EmMJJCRWybNAZaWhPB3FCv8VVw6nlWylaAGfW66I;Aplikasi sangat membantu dan inovatif. Membuat kita tidak khawatir terlupa membawa identitas pribadi;5;0;1.2.2;09/06/2023 8:07;;;1.2.2
ca13a75c-0d0e-471f-a55d-0d08d02269e1;abdul azis;https://play-lh.googleusercontent.com/a-/ALV-UjWapQFrTf57K0oOUeojTYkqiQdxyHPsFuUWmsb4EIqFrWU;Aplikasi ga jelas masa koneksi ga stabil aja keteranganya;1;0;1.2.2;14/03/2024 11:16;;;1.2.2
6b8a0256-2483-4f02-94e6-cfdd127f49fb;ABDUL AZIZ;https://play-lh.googleusercontent.com/a-/ALV-UjX4Ux6qUgRhItINodXyaAVDtdK0lHC0HVLc00fUpVmtXQ;"tulisannya jelek gambarnya burik,, mohon perbaiki";2;1;1.1.0;07/02/2023 9:14;;;1.1.0
32fbd3d9-d0ad-49f2-b135-da12db6c197b;Abdul Ghopur;https://play-lh.googleusercontent.com/a/ACg8ocLwd5vyPrakNzjjQ03ekKYVdd4KOPBRo_Bpsg3tn9QU=mo;"Aplikasi jutaan rupiah banyak ngebugnya, upload foto muter2 doang, ealahhh...";2;0;1.1.0;28/02/2023 17:09;;;1.1.0
36a1903c-52b1-41fc-965c-10e001eadee7;Abdul H Nasution;https://play-lh.googleusercontent.com/a-/ALV-UjWsdVrnAnA6smPDamhgppguDsKysipDsg-VPnA9WPEjTRM;Negara yang belum siap;1;0;1.2.2;14/03/2024 11:27;;;1.2.2
67c06b10-3e1c-4e3c-a1dd-df01d12bf835;Abdul Hakim;https://play-lh.googleusercontent.com/a/ACg8ocICTOCRcrY_57TVZ55zIYBUGaGaOvAI-EyuT61yFBxv=mo;Cukup bagus sihk tapi kenapa sering ngeleg;4;0;1.2.2;01/12/2023 17:36;;;1.2.2
2a52dcf3-c6c5-4f9c-b4ab-48af310397ed;Abdul Halik;https://play-lh.googleusercontent.com/a/ACg8ocKxt1q5LPQoXt3SkuUXRt5b9aGtUH4wqIdYchfqGZ9Y=mo;Aplikasi bagus dan sangat berguna kalau lagi perjalanan dan lupa membawa KTP bisa gunakan KTP digital;5;0;;20/01/2023 10:01;;;
d5a991f3-8d86-4744-b21b-33eab7657102;Abdul Hamid;https://play-lh.googleusercontent.com/a/ACg8ocKlqA0makns3ojJgdAhnUuoPp1H5hrUpdxcuVDU3_MtpA=mo;mantep;5;0;1.2.2;23/02/2024 14:03;;;1.2.2
8dd9497c-a150-4b79-ba62-570cdaa700d8;Abdul Kadir;https://play-lh.googleusercontent.com/a-/ALV-UjVnmf8pJgP7oiPUa6T-nJfGR30n27nk4r-IF1wQEaGOqx0;Sudah menggunakan...dan membantu....dalam keperluan administrasi... terkait identitas...tanpa membawa cetak manual...;5;0;1.0.0;03/12/2022 17:16;;;1.0.0
c992867c-5811-43c8-9354-ecdbdbc387c0;Abdul Karim;https://play-lh.googleusercontent.com/a/ACg8ocLKTu7QJSng37222X03UvX548En0qnm46rKp9QCXTPL=mo;Top markotop;5;0;1.2.2;09/02/2024 9:00;;;1.2.2
15e53184-0bd0-4aee-8363-c34d255d25ae;Abdul Khadir;https://play-lh.googleusercontent.com/a/ACg8ocKaOGxyzFXCA9T3EZooxJuwF7lY5dVHSLdMeza83IEV=mo;"Sering error, integrasi dokumen lainnya juga ga selesai2 sampe sekarang, cuma bisa liat KTP aja, ga beres aplikasinya";1;0;1.1.0;25/02/2023 11:44;;;1.1.0
11821694-e2ee-4aae-bbc0-fa9e0f685a18;ABDUL KHOLIQ (Hamdan);https://play-lh.googleusercontent.com/a-/ALV-UjWyyzvwTn3kf6nFsFFDzzo4FvZW67aZaRcedR4ti3AZLYY;Inisiatif bagus sih ada ikd Cuma aplikasinya lemot buka dokumen saja 3 hari belum kebuka mana sedang di butuhkan di kantor perbankan dan saat di scan pihak bank menolak IKD;2;0;1.2.2;06/09/2023 0:08;;;1.2.2
31f61544-c11d-4cc4-92d4-764b2d6f79fd;Abdul Mustopa;https://play-lh.googleusercontent.com/a-/ALV-UjUANRIm_JCrnY6SxIT09AbBB-dNWeAkPMTlox6qaqgq_WM;Coba permohonan cetak akte lahir Untuk kabupaten Bogor di ada kan di IKD;5;0;1.2.2;25/01/2024 20:58;;;1.2.2
846d8b88-48f3-43a1-be8f-51d75f4c66b9;Abdul Qohhar;https://play-lh.googleusercontent.com/a/ACg8ocLgpzJGWl7E7WWUotvFCHl2_Rals86ZLNC0DrndNrYM=mo;masih kesulitan dalam hal upload foto. harap ditingkatkan agar lebih baik;3;0;1.2.2;08/03/2024 11:16;;;1.2.2
6e50b05c-5ecc-49ba-88c4-2be17fb94070;Abdul Rahman;https://play-lh.googleusercontent.com/a-/ALV-UjUeLiA8gFgAwDNTaJnJfzMwAnDilg2OFNyFSjOULtqizJU;Ini ambil foto gagal mulu min? Apakah data seperti ini mudah untuk manipulasi hasil pemilu dan sangat menggiurkan bagi setan² dunia.;2;0;1.1.0;06/02/2023 11:59;;;1.1.0
d093d315-efd7-42bf-993a-b6978b6a753f;Abdul Rahman;https://play-lh.googleusercontent.com/a-/ALV-UjWBP6bdoM-vKhKGHv8EutyfOxV0eXBaYTh0lEktrp5AClc;Dengan alesan Tidak ada jaringan terus;2;0;1.2.2;02/01/2024 12:53;;;1.2.2
ee4c69a8-6a45-40f9-a5f6-2fc7882124eb;Abdul Raup;https://play-lh.googleusercontent.com/a-/ALV-UjUouFqfQ98ICzvLVw2tTweax5R9fjH5xePXPJsqlq57lt4;Aplikasinya kokminta versi besar hpygaplikasi versi5 gakbisa. Saya klik coba lagi. Cobalagi gue banting hpnya☜☆☞☜☆☞☜☆☞;5;0;1.0.0;08/12/2022 9:55;;;1.0.0
27bb2a28-5678-47df-9862-25a4fa8a0c83;Abdul Said;https://play-lh.googleusercontent.com/a-/ALV-UjUYqkVwzpfwuDehlNutU_RUW6Qxf2mnesHB0P0IhTmDXrU;"Biar lebih di sempurnakan lagi, akses masuk ada pilihan, selain pakai kata sandi, pakai sidik jari juga";4;0;1.1.0;03/03/2023 12:40;;;1.1.0
9fe19cb8-3d95-4582-b45c-ed2e74e0ae2a;Abdul Syukur;https://play-lh.googleusercontent.com/a-/ALV-UjWULcNu-GfYoqRfc3tqKtxgo0xOgAkVfsekvHmljCIpcFw;"Dokumen nya tidak bisa memuat, layanan pemantau an lelet, kok jadi begini?";3;0;1.2.2;04/01/2024 3:11;;;1.2.2
702c12c0-9e2a-4614-b70c-b4d4fc871de8;Abdul Wahab Saroni;https://play-lh.googleusercontent.com/a-/ALV-UjWH-hpPGDlQ49es2dtR4ZlQeACr1WNxcpHtDwC4pJcZ_4za;Masih terjadi eror;4;0;1.2.2;26/02/2024 6:51;;;1.2.2
e72090aa-eb74-4864-9f7e-65dd094adfd3;abdullah rizky;https://play-lh.googleusercontent.com/a-/ALV-UjXXm7wGD0MEZz_bbZqxPXsfAlwZe3FfmVgKB4qR--0kpFU;semoga kedepan apk nya bsa save kk n data lainnya jngn cma bsa di liat sja;5;0;1.2.2;07/06/2023 10:40;;;1.2.2
725d883e-86a0-433e-84b4-a4c83235a7a6;Abdullah Rusli;https://play-lh.googleusercontent.com/a-/ALV-UjWNwsOoAI2pkP3BCOMAl8qu8JYx6ZJLxbb-VWNOBpF6_Q;"Sangat membantu Seandainya di sini bisa juga lihat sertifikat akte kelahiran anggota keluarga akan sangat memudahkan,,, terima kasih �";5;0;1.1.0;01/05/2023 17:33;;;1.1.0
2fa9f430-e6ec-450e-8500-6d64887c045e;Abdur Bura;https://play-lh.googleusercontent.com/a/ACg8ocInFPUQwQ5FOcJR6_MY9iWpxLU9xOSxS_PuioOwa3MC=mo;"Kalau bisa untuk pengecekan documen digital seperti ini seharusnya bisa untuk pengecekan yang belum punya e-KTP dan juga yang sudah Punya e-KTP juga harus bisa login Melihat Secara digital. Dan kalau bisa pada menu scan BARKOT yang diberikan petugas itu buat dua menu, mungkin bisa lewat kode e- KTP yang ada pada Kartu yang di pegang. Jadi semua orang bisa mengeceknya. Terimakasih";1;0;1.2.2;11/09/2023 17:20;;;1.2.2
49ded05e-bbbb-46b6-b0f0-018d4bf89dbd;Abdur Rasyid;https://play-lh.googleusercontent.com/a-/ALV-UjVbFUaQCyIh1_dXD9-wwQsd82lztXIQ0ZquRQC8I7cjFIw;Masih sangat jelek sdh 10 kali mendownload 10 kali mendatar blm juga bisa bisa. Jadi sangat tidak membantu;2;2;1.2.2;13/06/2023 14:46;;;1.2.2
6e7522cd-5631-4244-aa39-d174c93d13ba;Abel Cantik;https://play-lh.googleusercontent.com/a/ACg8ocJ5y98nJropF02ftyY4CEWWsT99UnPi1V5H8WgRTWkb=mo;Semoga bermanfaat;5;0;1.2.2;12/02/2024 9:14;;;1.2.2
2b2d95de-ad73-40ac-b032-96bb5a247110;abhie manyu;https://play-lh.googleusercontent.com/a-/ALV-UjUtOERm9bJlQO7RGeeM_HqvUeo55w8SKRXtORwuEmLc1oIk;"Koq gak bisa di buka Tulisanya kesalahan koneksi trus Padahal wifi juga lancar , pkek paketan pun sama saja Trus solusinya gimana ???";1;0;1.1.0;29/04/2023 11:04;;;1.1.0
568ca771-0686-43fa-a544-7d4ad8266b10;abid Agung leksana;https://play-lh.googleusercontent.com/a-/ALV-UjVetnx1paAC70pue91Lb4QX4I6ASM0cEBAb_xobpI8UBFY;G bisa di buka;1;0;1.2.2;18/03/2024 12:30;;;1.2.2
ff004607-4b8f-4a98-816a-3747f236909c;Abid Ib;https://play-lh.googleusercontent.com/a/ACg8ocIXSlSDMhOheklWA0Kb0chBQZOLbV--o28xKCY0Hibt=mo;Sudah diperbaharui dan Tidak bs login...mantaap !!! Aplikasinya perlu dikembangkan lagi biar banyak yg tidak bisa login ...sukses trs buat pengembang;1;0;;25/02/2024 15:20;;;
72cf68c4-a76e-431b-adaf-b4bdfc13e58e;abidedy mashudi;https://play-lh.googleusercontent.com/a-/ALV-UjXjcZb81GhpZJLnVIs6-l1kd3U79PBXw9r0Ku2E2PF1wA;"Gak bisa digunakan, sangat2 mengecewakan. Baru download langsung hapus/delete !! Ambil poto gak bisa, duminta scane barkode, apanya yang mau di barcode??Aplikasi aneh!!";1;0;;13/10/2022 10:22;;;
ededd48a-d89b-4246-8dcf-a1e8b64e6098;Abie Ifan;https://play-lh.googleusercontent.com/a-/ALV-UjWRkhkgZ7AgNxIEwVpqGJTMJA2fMzkTUTtmKRObcqo6E44;Ni pemrintah kalo bikin aplikasi tu yg bner bner bagus lah. Ni ga bisa masuk masuk . Padahal wifi kenceng.. jgn gaji aja digedein.;1;0;1.2.2;23/02/2024 17:36;;;1.2.2
21fb18b8-ec91-468d-8295-fae9d8af2a6c;Abie Wijoyo;https://play-lh.googleusercontent.com/a/ACg8ocIRwJgE-70xp7dYhgR2Zq4U4_rSc-_qybmD63arQ323=mo;"Yg bikin aplikasi ini idenya siapa sih,.. kok masih banyak kekurangannya,. Padahal ini penting loh,. untuk smua masyarakat Tangerang,. Hadeuh apa harus diviralkan nih baru bergerak orng kantornya,..";2;0;1.2.2;01/09/2023 8:22;;;1.2.2
63f3d5f3-ba00-42ad-be5b-d07c836f7d87;Abim;https://play-lh.googleusercontent.com/a-/ALV-UjXwfq5ChpSB_rJsnxx01VXbosTVHDgQRluDQ6BIypok5EQ;"Luar biasa inovasi yang terus dihadirkan oleh Kemendagri, khususnya ditjen dukcapil. Terus mengikuti kebutuhan dan perkembangan jaman. Sejauh ini app berjalan dengan baik dan lancar. #Gisa";5;1;1.0.0;20/06/2022 13:32;;;1.0.0
a42cfab4-35a0-4e87-9db0-9628821b022f;Abimanyu RTC;https://play-lh.googleusercontent.com/a-/ALV-UjWQWNpeltd6MRtAz7Yckv9Wwn8YAl6yvdvVKWm5cJpwpmE;"Aplikasi kurang responsif buka lelet.bukan masalah jaringan atau hp.tapi emang lelet butuh 1 menit kemenu login.Ini fungsinya buat apa,kalau di beberapa instansi masih meminta indentitas fisik.buat aktifin go mobile di BCA contohnya gak bisa.dimintai identitas fisik.";1;15;1.2.2;21/06/2023 15:37;;;1.2.2
a4c9dfb3-fb5b-417d-8640-ed97f82041f6;Abiyu Anwar Hilaldi;https://play-lh.googleusercontent.com/a-/ALV-UjWPskqwmURqL9tzMcATSAt8JGtApjRqrsuvnu8jIjh5ktg;Jelek aplikasi mau daftar kok pake datang dukcapil setempat. Ane kirain sdh canggih aplikasi langsung aktif. Sesuai dengan KTP elektronik ini... Parah yg bikin aplikasi bikin repot² yg daftar....;1;2;1.1.0;06/02/2023 1:56;;;1.1.0
40998cad-e031-49af-bac4-c219bcbc45bc;Abu Aufa Mulyono;https://play-lh.googleusercontent.com/a/ACg8ocIohjXoq2T2hC75lQxP3fNLCdixzCR9uZCI0w46sm24=mo;"aplikasi tidak bisa dibuka,suddah dicoba berulang kali tetap sj ada tulisan jaringan tidak terkoneksi ""silahkan dicoba lagi""";5;0;1.1.0;22/03/2023 3:46;;;1.1.0
79168e51-2143-403b-b57b-64ea9b68f0e2;Abu Tomank;https://play-lh.googleusercontent.com/a/ACg8ocI0Zs8t629yjCgxznhAzpFos_wKDKbIiio48s5O-HjY=mo;Sering lelet;5;0;1.2.2;02/02/2024 12:45;;;1.2.2
20b63adf-1471-4e28-9827-8a5a51f53140;Abun Jani;https://play-lh.googleusercontent.com/a-/ALV-UjX4tV09RqWRdyG9fA8C75aQpC5IkbvWxHKgk4n9qS70OA;Sangat bagus dan bermamfaat;5;0;1.2.2;12/01/2024 21:26;;;1.2.2
8a67d822-0112-4809-9a0a-7ba88900d519;Abung Harris;https://play-lh.googleusercontent.com/a-/ALV-UjUnMx5Q_jKqTjS1p_csnM1zJHRXoXkxXj_BsgXehpcJnag;Kenapa tidak bisa d gunakan. .tidak bisa di buka. Tidak seperti aplikasi lain. Jika.memang belum bisa. Membuat straup. Ga usah lahh ikutan. Tolong di perbaiki;1;0;;24/02/2024 10:41;;;
bb1a4848-847b-44a7-8cfe-8aeee0c48a36;Abyan Tsaqif;https://play-lh.googleusercontent.com/a/ACg8ocKWGzaU3HYZXybiv6KcA2bk9meZ7_H0KpXEZwB61QiA=mo;Uda Download tapi APK gak bisa d buka � tolong donk d perbaiki....;2;1;1.1.0;25/01/2023 10:17;;;1.1.0
a37657c1-a2a3-4cae-99b7-7dd097a0dc0e;acep saepul;https://play-lh.googleusercontent.com/a-/ALV-UjWkj2ePLTBM27tWTZspRZkigerAxI_Tty2tqXedqGM49Q;"aplikasi gajelas. tidak bisa di buka, keterangan nya terjadi kesalahan koneksi teruss. masa harus beli hp yg terbaru dulu, dasar Busuk parahhh";1;4;1.1.0;27/12/2022 12:01;;;1.1.0
8bc2016d-e882-4ab2-98b5-a95c73371dfd;AcepSutiana Channel;https://play-lh.googleusercontent.com/a-/ALV-UjWCu84bKJzp_UQd1PaVnjOGv4t2qi9N0MW2ouJxGockjkE;Sangat tidak membantu karna susah log in buat apa pemerintah mewajibkan mendownload apk nya kalo seperti ini;2;0;1.2.2;22/02/2024 10:49;;;1.2.2
