date,review,rating,isEdited,title,userName
2024-06-20 01:44:38,Pelyanan di kecamtan ny tidak berkenang sudah 6x bolak balik kecewa penykit nya itu itu aj alasanya itu niat ga ngebntu masyarakat,1,False,sangat buruk,Ujahbo
2024-06-19 10:45:20,"Aneh bgt si, yg mau daftar di aplikasi ini adalah orang yg mungkin berhalangan hadir ke dukcapil, ga bisa ninggalin kerjaan atau lain sebagainya
Tapi di aplikasi tetep harus ke kantor dukcapil yang mana kantornya buka hanya jam kantor gimana si",1,False,Apanya yg online tetep aja harus ke kantor,Ivanaaaaaaaaassa
2024-06-16 11:44:16,"ada yg ingat berapa kali kita harus fotocopy data ktp, kk dll? trus berapa kali kita harus isi ulang data NIK kita, no KK setiap ke kelurahan
sekarang kita lagi2 d suruh isi ulang data kependudukan, di dukcapil lagi.
memang kemana data2 kependudukan di dukcapil? apa kerjanya disdukcapil?

mau buat aplikasi ya silahkan ganti platform juga monggo tapi jangan penduduk d buat repot lah 

memang dagelan tenan",1,False,dagelan disdukcapil,macfredz
2024-06-16 07:29:50,"Trus untuk apa aplikasinya kalu harus bolak balik k dukcapil segala, mending kalau dekat😇😇",1,False,"Digital apa ini, kirain bisa lansung lewat hp saja.",NJ NC
2024-06-16 06:33:37,"Bego bet dah hang bikin prosedur pendaftarannya, verif kok dateng ke kantor. Ya percuma",1,False,Bloon,ariwiboww
2024-06-14 06:04:00,"Moon maap ya, saya habis mengurus sim a (juni 2024) dan tetap di minta photocopy ktp untuk dokumen pelengkap, lha terus aplikasi ini buat apa? Cuma buang memory dan waktu saya ke kelurahan ngantri berjam-jam.",1,False,Aplikasi tidak berguna,briantheskut
2024-06-13 04:23:39,"app is not integrated with all government data and system, so it’s not helping and convenient at all.
when taking identity card, the team still needed a photo-based document taken from other device (not a screenshot) to verify data, while all the personal and family data are already digitalized through the app. it made the process took a very long time and inconvenient, because the team from Kecamatan only said “one family member can represent and take the card and datas by himself”. why making it so complicated?",1,False,inconvenient and unintegrated,ci//
2024-06-13 03:46:17,Respon & proses kelamaan udh 2 hari gada respon,1,False,Cetak ulang KK,afuadap
2024-06-13 02:19:30,Susah banget di buka saat di butuhkan jd utk apa kita pake KTP Digital tp malah mempersulit untuk di gunakan.Saran saya tolong dong di perbaiki sistem nya.Capek pas di butuhkan malah susah dibuka aplikasinya .KOCAK,1,False,PARAH,Rakyat Bersuara
2024-06-13 01:00:09,"momyet pemerintah makin ribet, cetak KK makin SUSAH ke tempat FC. cetak KTP disetiap kelurahan atau kecamatan jg gabisa, alesan blangko habis.",1,False,parah,kipuk
2024-06-12 11:25:35,"percuma online kalo masih disuruh ke capil, udah gitu pelayanannya zonk pada bad attitude lol",1,False,regulasi lagi deh,juuuungs
2024-06-11 13:03:03,ini aplikasi untuk apa yaaa.di bank dan dimana mana masih di minta ktp asli contoh perbankan bumn bri,1,False,belum bisa digunakan,amr gd
2024-06-11 11:02:44,"apanyaa yg online??? kalo masih harus datang ke kantor dukcapil lg, ribet bgt perasaan. kan bisa kirim qr lewat email. intinya memang memperibet orang. bukan mempermudah ini aplikasi sama aja boong",1,False,MASIH HARUS DATANG KE KANTOR BUKAN ONLINE NAMANYA,kdhdhrdneh
2024-06-05 01:35:39,Untuk penyedia TTE mohon ditambahkan dari BSrE yang memang sudah teruji kehandalan dan keamanannya. Tksh.,4,False,Masukan,Mamhid
2024-06-11 02:09:26,aplikasi bagus,5,False,ktp digital,sindy winner
2024-06-11 01:29:07,"Lu tau gak beda online dengan offline min ? 
Udah pake aplikasi, masih juga mesti scan barcode ke kantor capil, itu sama aja offline, percuma juga dibuat aplikasi beginian buang2 uang negara !",1,False,Aplikasi Aneh,dievwuiwown
2024-06-10 04:05:57,"🙏🏻 mohon dicari solusinya.
ini hal yg sangat penting, step awal saat akan menggunakan aplikasi.

semangat ketika tahu kalau bisa online.

Sebenarnya bisa ditiru dari beberapa bank digital yg proses verifikasinya mudah.",1,False,[URGENT] Definisi Online itu apa sih?,jonsinthehouse
2024-06-09 13:36:50,Aplikasinya tidak bisa digunakan saat registrasi. Setelah di klik kamera langsung keluar,1,False,Tidak bisa registrasi,AsepSud
2024-06-08 10:05:04,"Kabupaten ***** tidak menerima pelayanan online dari IKD.
Terus pake pelayanan nya kapan? Wkwkw kocak",1,False,Belum semua kota menerima pelayanan online,Nickname12kk
2024-06-07 06:57:26,"ONLINE = Tanpa perlu datang, kalo tetap verifikasi kelokasi yaa mending sekalian aja, ini namanya OFFLINE ett kocag GeMiNk",1,False,Ofline berkedok Online 🤡,Offline -> EKTP🤡
2024-06-07 00:01:46,Untuk apa buat Applikasi jika daftar masih saja memerlukan barcode yang harus datang ke dukcapil ? Ini bener” gajelas yang dimana seharusnya visi misi peluncuran app online itu untuk memudahkan dan terhindar dari pungli,1,False,KURANG PROFFESIONAL,Becea ngaco
2024-06-06 06:33:05,"Ini Digitalnya koq nanggung ya
Ini tetap aja mempersulit registrasi",1,False,Digital tapi masih suruh datang ke Dukcapil,KSaragih
2024-06-06 04:16:12,"Kurang memuaskan, untuk apa IKD dibuat, ternyata semua menu layanan online sangat buruk dan masih harus datang ke kantor dukcapil. Data kependudukan juga tidak otomatis terupdate serta tidak terintegrasi dengan aplikasi dukcapil kabupaten/kota. 1. Tidak ada menu unduh atau cetak. 2. Tidak bisa screenshot kecuali iphone",1,False,Aplikasi IKD sangat buruk,Joemuri
2024-06-05 23:22:01,"Setiap klik ambil foto appnya keluar sendiri. Also, gimana sih katanya online tapo harus datang langsung juga lawak ah",1,False,Crash,한여름짱
2024-06-01 13:27:44,"Masa harus ke capil lagi? wong katanya udah digital tapi tetep aje ke capil lagi.. hadeuhh
harusnya bisa langsung confirm by email aja gak sii?",2,False,??,inayanur
2024-06-05 01:16:50,Pin benar tapi salah pin gimana ini min solusinya tidak ada opsi lupa pin,5,False,Opsi Lupa pin,Kuyakuya18
2024-06-04 14:05:08,"Emang udah ga ada marwahnya ya negara kita. Buat aplikasi digital malah ribet bener journey usernya. And now become laughing stock from
entire world for the rating. So ashamed",1,False,Aplikasi negara diketawain satu dunia,Martradewa
2024-06-04 04:46:46,Tetap harus datang ke dukcapil. Tidak ada solusi untuk aplikasi mobile,1,False,Tidak ada solusi,Arsiel Denny Setiawan
2024-06-03 14:35:32,kenapa dibuat sistem online tapi harus ke kelurahan? gak perlu.,1,False,"repot, gak efisien",Taa011 (Erlita.R)
2024-05-31 02:33:36,"Tahun 2024 udah mau masuk pertengahan tahun, hampir semua aktivitas dimudahkan pake aplikasi. Lah ini PEMERINTAH BIKIN APLIKASI ONLINE TAPI TETAP HARUS DATANG KE KANTOR DUKCAPIL BUAT AMBIL QR CODE dari petugas di sana biar bisa DAFTAR (BUAT AKUN) DI APLIKASI.

Selama ngurus birokrasi masih kudu ada FOTOKOPI E-KTP, kayanya bakal tetap SKEPTIS SAMA APLIKASI DARI PEMERINTAH. BIKIN APLIKASI BUAT GIMMICK DOANG.",1,False,Aplikasi online tapi ttp harus ke kantor dukcapil buat ambil QR Code biar bisa daftar online,N1n03k
2024-05-30 02:13:37,"Aplikasi lawak, login eror mulu",1,False,Dukcapil,Arif Lukman_11
2024-05-29 14:45:13,"Katanya bisa cetak dokumen tapi jangankan cetak untuk ngedownloadnya aja kagak bisa, SS aja juga kagak bisa disaat lagi butuh kenapa begini amat yak 💦💦 kesel sendiri sampe nangis, tolonglah diperbaiki kalo memang serius mau digital 🙏🏻",1,False,Kecewa,Review sedikit
2024-05-29 11:31:47,Katanya inovasi? Tetep aja daftarnya didepan pegawai disdukcapil dan scan QR code harus ditempat. Lha buat apa dibikin ini aplikasi…,1,False,Scan QR code,hedehhh
2024-05-15 02:50:58,"Kartu BPJS saya pernah mengalami nomor ganda. Sudah diperbaiki dan dihapus nomor yang salah, baik di kantor BPJS di Pancoran, maupun di Puskesmas di mana kami biasa berobat. Tapi kenapa di aplikasi ini masih tercantum nomor BPJS yang salah yang harusnya sudah ga ada??????? 🤬🤯",3,False,Nomor BPJS Salah,relentless mom
2024-05-29 04:56:14,Lumayan membantu.,5,False,Good,Raja Morello
2024-05-29 04:48:50,"Saran orang orang bertempat di balai desa itu orang orang nya mata duitana semua , kenapa harus ke sana dulu aturan di sediain lewat imail gtu barcode nya",1,False,Apa gunanya online kalau suruh ke cakpil,Iyaaaaj
2024-05-28 10:40:50,Apa gunanya aplikasi ini ? Ngurus apa” masi kudu fotocopy dlu blok,1,False,Gak guna,Zexxxxxxxxxxxxxxxxxx
2024-05-28 10:00:03,Masi ribet harus ke kantor dukcapil u versifikasi segala .,1,False,Ribet,tmoelijono
2024-05-28 06:38:08,"Aplikasi dibuka tidak bisa kenapa?? Internet lancar jaya, tapi koneksi terputus. Terus apa manfaatnya??",1,False,Entahlah,Saeeeff
2024-05-27 08:32:01,Aplikasi tidak berguna dan tidak membantu,1,False,Gak guna,Pingwo
2024-05-24 05:08:29,"Aplikasi apa ini cok gajelas, katanya online tapi diminta datang ke dukcapil juga.. keat!",1,False,App jembut,Rhwna
2024-05-24 02:57:04,"Scan QR ke Dukcapil? Sama aja bhong wkwk,ribet",1,False,"Abisin waktu,uinstal apps",junioranwar
2024-05-23 00:29:49,Saya sdh ada KTP digital sjk thn lalu Itupun pas aja ngurus surat2 keluarga sekalian aktivasi d dukcapil.Saya paham pemilik KTP hrs verifikasi fisik langsung dt4 krn siapa tau ada yg menyalahgunakan ektp org lain yg scr fisik serupa tp tak sama (misal org kembar).Sekali aja dukcapil datang kt4 saya diumumkan sehari sblmnya utk bantu warga verifikasi KTP digital dt4 ini jemput bola yg bagus!Hanya saja sayangnya app ini blm jelas pemakaian real d dunia nyata spt apa krn urusan administrasi dnegara ini msh serba fotocopy melulu.Sampe perpanjang sim stnk paspor msh fotocopy ektp jd ini aplikasi digital masih blm benar2 digunakan real msh sebatas kolektif warga aja dulu.Kedua yg bikin sesal adalah app ini hanya berjalan di 1 perangkat saja sdgkan jaman Now warga udah umum punya minimal 2hp!Shrsnya ada sistem tambah di perangkat baru dan di acc di perangkat pertama bukan malah dibatasi hanya bisa diakses di 1 perangkat saja klo diakses di perangkat baru maka hak akses di perangkat pertama langsung kehapus itu logika IT yg ga sesuai karakteristik warga indonesia yg punya multi devices!,1,False,Ya Sudahlah,BanhMiAhoi
2024-05-21 07:38:11,"Pendaftaran akun saja harus pakai QR dari petugas Dukcapil. Artinya harus bertemu dgn petugas lagi, sedangkan aplikasi dibuat agar semua urusan selesai secara online. Apa gunanya aplikasi kalau begitu? Informasi dalam aplikasi juga tidak jelas, membuat bingung dalam pengisiannya.",1,False,Informasi Aplikasi Tidak Jelas,Jogsekala
2024-05-21 03:40:14,Hei pemerintah tolong lah.. anda bikin aplikasi kok masih nyusahin masyarakat? Ini tuh kek mana ya konsep aplikasinya,1,False,Aplikasi sampah,Lymolymo
2024-05-20 06:58:11,"Pas mau registrasi ktp , pas mau masuk ke Photo tiba” aplikasi terkeluar sendiri wkwkwk",1,False,Hm,Wirayudamarpaung
2024-05-16 01:13:43,memuat untuk membuka aplikasi sangat lamma,2,False,loading terlalu lama,riooooooiiiisosi
2024-05-15 13:19:32,Buat apa download aplikasi kalau ujungnya mesti ke dukcapil juga ? ONLINE harusnya ga perlu ke kantor duckcapil lagi,1,False,Aplikasi online buat apa? Harus ke dukcapil juga,ronaldwi
2024-05-15 07:40:31,"Gajelas wkwkwk ujung2nya ttp disuruh dateng ke kelurahan, kapan mau maju ini negara",1,False,ONLINE TAPI TETAP SURUH DATENG,Kepinnn
2024-05-15 03:46:49,"Kk lewat email lewat sebulan tidak bisa dibuka lagi lalu suruh buka lewat apk idk ternyata sama aja ga bisa dibuka,, ini servernya yg overload atau emang apknya yg belum siap pakai
Please deh ini pelayanan utk masyarakat tapi kinerjanya seperti ini",1,False,Tidak bisa dibuka,dk212013
2024-05-13 03:40:10,"Saya minta cetak KK, sudah sebulan tidak ada perkembangan, datang ke Kelurahan, dianjurkan manual saja krn katanya memang di aplikasi tidak ada yg merespon. 😢",2,False,Tidak ada yg merespon layanan.,TeguhBdy
2024-05-14 11:23:19,Bayar pajak terus tapi buat bayar orang kerja ga bener. Aplikasi online tapi tetep scan offline. Agak aneh emang,1,False,Disuruh online setengah”,Kamalshahab
2024-05-11 08:13:57,"Sudah bagus digital sangat dimudahkan cukup dari gengaman tangan, tetapi kenapa harus registrasi mengunjungi Dukcapil setempat, kalau tinggalnya dekat dengan kota Lha kalau tinggalnya jauh dari kota mau ngurus harus menempuh perjalanan yang jauh terus gimana. Koq tak terpikirkan sepertinya",1,False,Ribet,Danang Priyono
2024-04-04 03:43:15,"Sudah lama-lama antri untuk aktivasi IKD, pas mau discan barcode, kamera tidak bisa membaca barcodenya. Disuruh ganti hape. Mohon diperbaiki lagi.",3,False,Aktivasi IKD,Maminaniz
2024-05-04 05:17:38,"Aplikasi tolol, app buatan indo malah menyusahkan bukan mempermudah🤡🤡🤡🤡🤡🤡",1,False,Tolol🤡🤡🤡🤡🤡🤡,jeiangqcjncnwiiwhsOoalpq
2024-05-01 01:40:21,"Saya pengajuan pembuatan akte sudah 2 minggu ga ada penjelasan sampai sekarang,entah di kerjain entah gimana,tolong kalo sistem mau pakai aplikasi seperti ini buat team khusus biar ga kaya gini,aplikasi sering kali erorr ,dan pengajuan diem aja ga ada perubahan proses nya.
Saya mau tanya
Kenapa sih urusan kependudukan ini Selalu RIBET,datang langsung ribet,ini udah pake aplikasi bukan nya mudah malah ribet juga",1,False,Aplikasi tidak Bermutu,Jojon88
2024-04-29 05:05:50,"Aplikasi buruk, nyampe capil urus ktp rusak, ktp jadi gabole di ambil kalo belum log in ikd dan scan barcode. Gimana mau log in sedangkan aplikasi muter muter terus gak bisa log in. Sekalinya bisa log in pasti selalu nyalahin sinyal padahal sinyal full kuota BANYAKKKK LOL",1,False,1,Gibran bagus
2024-04-27 06:32:20,"Admin, mohon penjelesannya dan info nya. untuk aplikasi ini menu di menu dokumen ada pilihan KK dan KTP .pada saat sya ingin mmbagikan KK jika di bagikan muncul barcode untuk dipindai, fungsi nya ini apa ya??? karena saya pindai pun tidak bisa (situs tidak terdaftar) tanpa dibagikan pun KK nya hanya “lihat” di screenshot juga ngga bisa padahal lagi butuh. ini bagaimana ya mohon penjelasannya.",1,False,perihal dokumen KK,Arws smbg
2024-04-26 20:18:07,Aplikasi tolol ga guna!!,1,False,APK GAJELAS!,ada ajja
2024-04-26 02:42:31,Pas buka aplikasi nya malah menghubungkan mulu padahal jaringan nya bagus,2,False,Oks,Ahahha fast
2024-04-26 02:29:05,jangan berharap tinggi sama aplikasi berlogo garuda,1,False,i n d o n e s i a,cloudizerjogja
2024-04-25 02:52:42,"Aplikasinya ga bisa dipake. Force closed terus pada saat ambil foto. Pas buka lagi, dari awal lagi input NIK, dll.
Ga bisa dipakai. Tolong diperbaiki.",1,False,Force closed,MRDamanhuri
2024-04-24 12:53:33,Sya udh berulang kai scan tidak bisa membaca…invalid,2,False,Tidak bisa scan,Hery latif
2024-04-24 07:19:31,"Mau register harus ke dukcapil untuk dapat qr. Buat apa si… 
Harusnya bisa lebih di simplekan. Biar semua itu online. Klo harus datang ke dukcapil ma sama aja boong…",1,False,Register aja ribet,errorrerrorr
2024-04-24 04:15:53,"Bintang 1 dulu, fitur pelayanan ga berfungsi.",1,False,Fitur pelayanan ga berfungsi,santo ignacio
2024-04-23 01:31:21,"apapun urusan anda, contoh misalkan buat pasor, mesti menunjukan fisik eKTP dan fotokopi eKTP lawak banget, eKTP masih di fotokopi hari gini??? terus melampirkan KK asli dan fotokopi KK, gila lu ndro, data-data kan sudah lengkap didalam di eKTP kenapa gak dipakai? juga menunjukan dokumen asli dan melampirkan fotokopi akte / ijazah / buku nikah, buset!! jadi ini digitalisasinya dimana ini?? 2024 masih terbelakang, gayanya canggih memanfaatkan teknologi, lawakan nasional",1,False,lawakan nasional best world record,iDramous
2024-04-22 19:28:43,Apk ga guna maksudnya gimna masak login aja ga bisa gimna mau liat ktp klok login aja ga bisa tolongla admin di perbaiki lgi aplikasinya klok udah gini masyarakat yang repot bolak balik ke kantor ngabis2in biaya aja,2,False,Belulok,undor undor
2024-04-22 05:47:26,"gini nih aplikasi lokal….udah suruh bikin IKD, giliran dah di instal eeeeeeehhhhhh malah ga bisa di buka, saya sudah 4 hari ini install apk ini, tp belum bisa mengaksess…. please di perbaiki",1,False,tidak bisa di buka,plenyoen
2024-04-19 23:34:56,"Ktp saya dihilangkan orang lain, pada saat pengurusan kantor kecamatan katanya harus ada ktp digital , Sudah 1 minggu mau verifikasi wajah, ga pernah bisa, selalu muncul ""ulangi ambil foto""",1,False,Susah Verifikasi wajah,D4l3 l40h
2024-04-19 10:37:40,Mohon perbaikannya karena applikasinya loading trus tidak bisa di buka applikasinya,1,False,Tidak bisa di buka,sultanfareed
2024-04-19 01:27:54,Malah sirih datang ke dulcapil dong 😎,1,False,Malah sirih datang ke dulcapil dong 😎,ggdhdi
2024-04-16 06:13:58,"Klo emg serius bikin aplikasi tu dengerin feedback user, matengin dulu sebelum rilis ke publik. Masih banyak bug, baru download koneksi internet lancar kok ya begitu masuk apk memuatnya ga selesai2. Sia2 gue bayar pajak cm buat bayar sdm yg model begini.",1,False,Aplikasi lawak,Zhafam
2024-04-06 05:13:39,Aplikasi SAMPAH !!!,1,False,Sampah,Koruptor hukum mati
2024-04-01 00:23:22,Pas bukak aplikasi tidak bisa masuk. Berkali kali dicoba ttep gak bisa masuk ke menu. Hanya memuat dan loading dalam waktu lama,3,False,Ga bisa masuk aplikasi,Davin lejar
2024-04-03 10:53:04,"Katanya online , loh ko tetap harus ke dukcapil🤣🤣, sama juga bohong dong",1,False,Ribet,Kyugatsu
2024-04-03 06:15:37,"Ni apk gimana sih, bener2 gabisa full online apa? Percuma aja bikin apk tapi harus dateng dulu ke kantor, kalo emang ga serius bikin apk mending gausah dah",1,False,Aplikasi tidak optimal,ex_heroez
2024-04-02 04:13:44,gak jelas balik ke beranda terus setelah isi data,1,False,tidak bagus,ndhhevdvz
2024-04-01 03:00:09,Aplikasinya cuman bisa di buka kalau pake wifi sedangkan ikd lebih di butuhin di luar dan otomatis lebih butuh di buka pake kuota tapi aplikasinya ga bisa di buka pake kuota… indosat btw kuotanya,1,False,Ga bisa buka kalo pake kuota,yudis135
2024-03-19 06:29:52,"Padahal jaringan full tp mau buka selalu masalh jaringan, bagaimana ini?",3,False,Padahal jaringan full,Athayaleny
2024-03-30 11:10:13,Aplikasi isinya minta pin terus,1,False,Nyusahin,Lutfie86
2024-03-29 08:04:56,"Untuk dokumen seperti Akta Kelahiran dan KK, saya tanyakan pada dukcapil untuk minta PDFnya katanya tidak bisa. Saya bisa lihat di IKD tapi tidak ada opsi Cetak atau Download. Kalau memang Go Digital sebaiknya bisa download sendiri tidak perlu ke Dukcapil lagi.",1,False,"Opsi untuk mencetak Akta, KK sendiri",francisleoni
2024-03-28 13:24:28,Kenapa aplikasi tidak dapat dibuka lagi padahal sudah saya coba berkali kali histori sudah saya hapus catche sudah saya bersihkan tapi tetep saja tidak bisa login,5,False,Gagal masuk,panggipan
2024-03-28 01:16:19,"Payah , apk untuk mempermudah tidak datang kesana kemari, ini malah ke dukcapil lagi, mending sekalian kasih datang suruh orang dukcapil urusin, keliatan banget jualannya",1,False,JUALAN APK DOANG,Dartono..
2024-03-26 11:16:40,"digitalisasi yg bagamimana ketika daftar harus ke dukcapil dan kesannya cuma buang anggaran seperti ini?
sedangkan aplikasinya kalah dengan judi online😂",1,False,kenapa digital harus ke dukcapil?,anggoro1830
2024-03-24 10:35:41,"Judulnya online, tpi masih disuruh datang ke dukcapil ? Online darimananya ???",1,False,Online abal”,Sr0406
2024-03-24 02:33:52,"hadehh, masih aja ke kantor dukcapil😅😅😅",1,False,ngakngokngakngok,morang kiki
2024-03-23 19:36:01,Kenapa sih tidak bisa daftar online? Kenapa mesti ke kantor capil dulu cuman buat daftar? Trus apa gunanya ini aplikasi dibuat kalau gak bisa dipake secara online,1,False,Tidak bisa daftar,(5678ksgdjfbfkshsis
2024-03-23 12:54:23,Saya kira bisa verifikasi online langsung. Udah ada email dan no handphne. Masih aja harus dateng ke dukcapil. Auto Uninstall🔥,1,False,Verifikasi ke Petugas Dukcapil,tisnaeee
2024-03-19 06:43:50,"Sejatinya pemerintah kependudukan itu tolol semua, bodoh dan tidak mampu bekerja.",1,False,Tololl,luis alvarisi
2024-03-19 04:05:53,aplikasinya tidak bisa dibuka,3,False,Masalah,Wahyu TW
2024-03-19 04:13:55,"Aplikasi gak bisa dibuka, selalu gagal koneksi",1,False,Gabisa dibuka aplikasinya,Harits26
2024-03-19 03:30:49,Mohon untuk direview kembali aplikasinya. Saya sangat menghargai perubahan tapi mohon untuk dievaluasi secara berkala untuk setiap perubahan sistem. Sistem bilang “terjadi kesalahan jaringan”login padahal saya punya kuota dan pakai wifi. Mohon evaluasinya.,2,False,"Baru bisa dibuka pas malam, sedangkan untuk scan barcode harus pagi",Bobby Hendrik
2024-03-19 03:26:44,"Mohon jaga kualitasnya, saya tidak bisa buka aplikasi, keterangan selalu kesalahan jaringan. Padahal saya sedang menggunakan wifi yg stabil namun tetap tidak bisa dibuka. Mohon perbaikan dan perhatiannya. Terimakasih",1,False,Tidak bisa di buka aplikasinya,an.diprabowo
2024-03-19 02:04:55,tidak bisa di buka.!,3,False,Tdk bisa masuk.,Wa Supriatna
2024-03-19 02:54:59,Kenapa hp ios tidak dapat di gunakan ya? Memuat selalu coba lagi tidak dapat masuk ke app,2,False,Untuk IOS aplikasi tidak dapat d gunakan,IntanDiah199520
2024-03-19 02:47:09,"Aplikasi dibuat untuk mempermudah proses, yang terjadi sebaliknya. Membuat proses menjadi lebih sulit dan kompleks.
Aplikasi memberikan pesan “Terjadi kesalahan koneksi”, padahal koneksi ke internet (celluler dan wifi berjalan lancar).
Saat di Kelurahan, tidak terdapat opsi proses lainnya selain via aplikasi, yang bermasalah.
Sangat tidak baik proses dan kualitas aplikasinya.",1,False,Aplikasi Tidak Bisa Digunakan,cndmax
