date,review,rating,isEdited,userName,title
2024-10-10 16:40:38,Dokumen tidak bisa di buka,3,False,Rahmad fahrurrozy,Tidak bisa membuka dokumen
2023-09-19 16:09:31,"Akhirnya Rilis juga di IOS, Aplikasinya sudah bagus cuma perlu bbrpa perubahan kedepan lagi dan tambahan menu yg lbh canggih, untuk yg blg harus scan barcode mmg begitu caranya, lagian cuma scan sekali saja apa susah nya sih datang ke kantor capil😅",5,False,Khairul Adami,Bagus
2023-08-03 06:59:11,Ternyata harus datang langsung ke Disdukcapil.,1,False,penggunalawas22,Aplikasi tiada guna 👌🏻
2023-06-08 00:17:16,dupcapil bisa dan prima,5,False,naila mchlle,dupcapil
2024-10-29 06:18:24,Yang buat sudah pernah nyoba?,1,False,Percuma bayar pajak,TIDAK JELAS
2024-10-27 16:34:40,Bikin rugi apbn aplikasi tidak jelas aneh,1,False,Dizaqqqq,Gila
2024-10-27 15:01:49,"Udah dari 2 bulan yang lalu minta suart pindak kk / pindah individu. Gk ada progresnya, serius gk sih buat aplikasi ini ?",1,False,Eka..1,Suarat pindah kependudukan/pecah kartu keluarga
2024-10-26 10:26:30,Lucu bgt dh ini ma online tpi suruh dateng ke dukcapil ke banyakan korupsi jadi nya gini bikin system setengah-setengah,1,False,tamsudi,Layanan online tidak berguna
2024-10-26 09:51:07,"Bayar pajak cuma buat orang orang tolol yg kerjanya gajelas, buat apa onlen kalo tetep harus ke kantor dukcapil.. padahal kan bisa tinggal vc sama cs/admin disana, Bank bca aja bisa. Ini instansi pemerintahan gabisa. Lucu banget",1,False,Adam.1723,Aplikasi kocak
2024-10-25 05:32:40,Minimal kalo ngundang buat aktivasi IDK tu dijelasin dulu tujuan dan mksudnya apa. Udah diluangin waktu biat dateng malah dapet muka jutek. Iya tau akhir bulan. Gaji u dah habis kan mbak?,1,False,adamsurd,PELAYANAN TIDAK RAMAH
2024-10-18 22:10:30,"GOBLOK APA GMN DAH, APLIKASI ONLINE TAPI HARUS JUGA DTG KE KANTOR. Blok",1,False,MulyonoFufufafa,APLIKASI SAMPAH
2024-10-16 03:41:18,"Masalah verifikasi barcode
Maaf semoga kedepannya lebih efisien lagi soalnya verivikasi barcodenya harus ke kantor dukcapil lagi, lebih baik barcodenya via email / whatsApp saja 🙏",2,False,tenri nurul,Masukan untuk verifikasi
2024-10-14 05:42:23,"apa si mau pengajuan online tapi ttp aja harus minta kode qr ke disduk juga percuma dong ada aplikasi buat mempermudah malah tambah mempersulit , gak guna lu aplikasi nga",1,False,abccjdkemsos,aplikasi gak jelas
2024-10-13 10:11:21,"Selalu dan selalu aplikasi pemerintah birokrasi menyusahkan, tujuan online agar orang gak perlu ke kantor lagi, mau daftar malah ada tahapan scan barcode ke petugas, kenapa barcode gak dikirim ke email pemohon, 
tujuan ada aplikasi ya online gak perlu ke kantor, 

Kalau gni gak perlu aplikasi

aplikasi pemerintah selalu menyusahkan.",1,False,Saneferry,Sane
2024-10-12 02:55:59,"Percuma bikin aplikasi begini
Ga bisa di screencahot juga KTP nya",1,False,GideonSby,Useless
2024-10-11 08:39:47,Aplikasi nya sangat tidak berguna merepotkan orang saja,1,False,ihzolaj,Layanan
2024-10-10 00:18:41,Maaf admin. Kenapa dokumennya gak bisa d buka,3,False,hafiidh nurdiman,Dokumen
2024-10-10 16:31:56,"This app if an idiot human being have ideas make an online app for id but to register must go to offline office just for a freaking bar code. Nice one gov correction not human ANIMALS, next time just send the stupid barcode through email OK!
Also I didn’t know the app will work well i can fell it won’t cuz it run by idiots.",1,False,Idiot GOV,Get out of my country ruined it animals
2024-10-10 05:40:45,"app masuk, mau ke pelayanan susah sekali gagal ini gagal itu, app buat data pribadi kaya app murahan",1,False,Rakyat Resah,Buruk!!
2024-10-10 04:40:33,dokumenya ga bisa kebuk. load terus,2,False,teno wahyudi,dokumen loading terus
2024-10-09 07:03:43,solusi lupa pin gimana?? nggak ada pilihan untuk ganti pin,3,False,riyannnnnnnnnnn,p
2024-10-09 17:44:53,"tidak bisa membuka document,loading terus padahal jaringan bagus",2,False,depopppp,Aplikasi eror
2024-10-09 13:36:31,Hari ini ada petugas yang melakukan pendaftaran ktp digital . Tapi saya malah di tolak dengn alasan pake hp iphone katanya nggak bisa.,2,False,ibugunung,Info
2024-10-09 09:57:48,"Mohon maaf pak saya mau komplain kenapa saya tidak bisa buka ktp digital saya ,setiap buka dokumen untuk melihat ktp selalu gagal dan terjadi kesalahan ,saya sudah coba berkali kali namun hasilnya tetap gagal atau terjadi kesalahan",1,False,Aminkuu,PERMASALAHAN KTP DIGATAL TIDAK BISA DI BUKA
2024-10-06 22:11:45,"Min coba untuk semua based online, pakai email, jadi nggak perlu ke dukcapil lagi, agar menghemat waktu juga
Terimaksih",3,False,I miei genitori,Masukan
2024-10-09 06:53:41,"Mohon perbaiki, saya tidak bisa melihat Kk digital, KTP digitalnya. Percuma ada aplikasinya kalo gabisa diperlihatkan",1,False,alahsiamang,Server overlord
2024-10-09 04:33:39,Bagian dokumen tidak bisa d akses. Hanya muter muter tidak jelas 👎,1,False,Henjuv,Dokumen
2024-10-08 15:56:55,Menu dokumen ngak bisa dibuka..aplikasi kacau,1,False,dewa1984776655,Eror
2024-10-08 04:08:47,"Menu Dokumen loading terus berakhir tidak bisa lihat dokumen KTP dan KK. Info dari pegawai, kalau ios isunya itu. Tolonglah diperbaiki bug nya.",1,False,Nianickname,Menu Dokumen
2024-10-08 03:33:59,"Aplikasi yg sering nyangkut klo sudah sekali gagal buka, mau buka dokumen gagal trus dan tidak pernah berhasil, jika belum ready digital jgn create apps dulu lebih baik menggunakan website saja lebih smooth",1,False,FandyMomo,When digital goes wrong
2024-10-07 22:38:55,ngecek ktp sangat lama,1,False,aseppp0282,gbsa cek ktp
2024-10-07 21:48:49,"Dokumen eKTP tidak bisa dibuka selalu loading entah kemana padahal udah ditunggu hampir setengah jam.
Hadeh… mau ekspektasi tinggi tapi kok ya, dahlah uninstall 😂😂😂",1,False,ocritz,Lola
2024-10-07 16:21:30,Bukan online namanya kalau masih harus datang ke dukcapil buat masuk aplikasinya.,1,False,Jaena mashuru,Aplikasi perlu di permudah lagi
2024-10-07 15:24:14,"Ngk ada opsi untuk Login
Cuman mendaftar",1,False,danggayola,Kurang di perhatikan
2024-10-07 09:06:34,Apk tolol perbaiki dong pak bagian dokumennya gabisa kebukaa,1,False,Dionsasmita,Terima kasih
2024-10-07 07:40:03,"Mau buka ktp digital didokumen, ga bisa terus, heran, punya aplikasi bukan membantu tp menyulitkan",1,False,Gogohogogogog,Ktp digital
2024-10-07 05:36:20,"Mohon solusi nya , kenapa dokumen di IKD saya tidak muncul dengan notifikasi Data Tidak Tersedia / Hak Akses Terbatas , sudah saya re instal hapus cache tetap tidak bisa",2,False,Qnoy69,Dokumen tidak bisa muncul
2024-10-07 03:39:20,"Kemaren disarankan pake IKD untuk update KTP karena blanko diutamakan unt pembuatan KTP baru. Begitu unduh IKD masih lancar tapi coba klik KTP digital dan dokumen “loading” terus. Dari sabtu sampe senin masih begini terus. Padahal butuh KTP urgent untuk urusan notaris, jika seperti ini terus kapan Indonesia bisa maju, tolonglah diperbaiki lagi sistemnya 🥲🥲",1,False,ristyaand,Error
2024-10-07 03:24:45,Lihat dokumen aja loadingnya ampe kiamat !!,1,False,uknown007,Sumpah LAG parah
2024-10-07 01:15:21,"Mau bikin akun kudu minta scan QR, hadeh pegawai isinya orang bolot, tolol, autis semua. Ribet lo anjing",1,False,idduejwkska,Kementerian Tolol
2024-10-03 17:07:03,Iphone xs versi 17.7 tidak dapat melihat dokumen eKTP,3,False,dimasmetal,Ios
2024-10-06 08:06:23,"Bukan hanya korupsi ktp fisik, bahkan digital pun tidak becus, server lambat. Kalau ada razia buka ktp digital sempat diskusi debat dulu krna lambat membuka dr awal log in. Apalagi mau tampilkan KTPe, parah, parah, dirjen dukcapil ini perlu diperiksa .",1,False,AnonymousDayak,"Parah korupsinya,"
2024-10-05 02:38:25,"Udah scan barcode ke dukcapil, mau liat E-KTP sendiri di aplikasi ini error terus !
Padahal internet pakai Telkomsel 5G, device pakai Iphone15PM, gak mungkin jaringan saya yang bermasalah",1,False,XBLAZE777,Aplikasi Aneh
2024-10-04 15:42:44,"Sudah pake ini aplikasi, awalnya dokumen KK tampil tp beberapa hari ini tiap buka selalu error.. Tolong Donk",2,False,SonySS86,Dokumen tidak ada
2024-10-04 03:11:20,Ada beberapa fitur yg nda bisa di akses. Dokumen yag di perlihatkan tidak ada. Dan hamlir semua fitur di aplikasi tidak bisa di akses atau Lama untuk di buka,1,False,Kia Kaneki,Banyak Fitur yg tidak bisa d akses
2024-10-02 02:47:16,"Awalnya buka dokumen bisa, tapi sekarang saat buka dokumen hanya muncul loading saja dan akhirnya pun gagal, sehingga dokumen tidak bisa ditampilkan",2,False,Dhskwnejan,Saat buka dokumen hanya loading saja
2024-10-03 12:04:41,"kocak lemot bgt, upgrade minimal apalagi kalo orang buka tuh biasanya  karena penting dan buru buru.",1,False,challptr,e-ktp
2024-10-03 11:15:34,Dokumen pada aplikasi tidak muncul,4,False,kawiratna,Tolong update
2024-10-03 06:21:41,"Rela jauh” buat qr tapi mau buka dokumen aja loading mulu, orang program buat aplikasi ini hasil titipan kah? Ngurus aplikasi aja gak becus",1,False,Dihngatur,Aplikasi sampah
2024-10-03 04:51:07,ini kenapa aplikasinya gabisa di gunakan,1,False,183raa,ikd
2024-10-02 14:22:18,"Selain aplikasi yg lemot, pengajuan untuk cetak kk juga gak ada tanggapan, ujung2nya harus urus ke dukcapilnya. Mau canggih tapi setengah2 :') mohon di update dan di perbaharui",1,False,Vierr97,Lemot
2024-10-02 08:29:08,"saat ingin akses dokumen setelah menginputkan password selalu keluar terus, mohon diperbaiki.",1,False,adhipratama,Force close
2024-10-02 04:37:31,ga bisa buka dokumen dari minggu kemarin ini gmn saya mau bikin pasport jdi ga bisa apk gjls,1,False,heaoym,ga bisa buka dokumen
2024-10-02 02:10:20,pengguna iphone masih sering tidak dapat mengakses aplikasi,1,False,egoae,Iphone
2024-10-02 00:27:46,"Ky gini kok mau maju! Kinerja dr bawah aja udh bobrok! Lu gatau lu kita masyarakat yg mau buat ktp, kk, akte, dll setiap dateng ke dukcapil selalu dipalak suruh BAYAR klo mau cepet jadi nya! Pekerja nya mah ga main2 pake seragam rapih klimis, ternyata sampingan jd CALO!! idihhhhh!
Dukcapil Pesawaran LAMPUNG noh! Dr luar aja udh keliatan suram kerasa bener aura2 negatif nya ternyata emg bener HARUS BAYAR 5 menit langsung jadi gileeeee…. Kalo ga bayar 1abad aja blm tentu jadi!!! Ini udh seneng ni ada aplikasin dukcapil sapatau bisa mengurangi oknum2 pungli ehhh ternyata sama ajaaa dong harus scan barcode di dukcapil, iya klo dilayani dikasih barcode klo ga dilayani gimna biar mereka bisa cari seseran gt gimna cobaa, atau disuruh BAYAR klo mau dapet barcode nya gimnaa coba???? Apa aplikasi ini mendukung jg oknum2 berseragam berkedok calo makanya dipersulit mau masuk aplikasi nya? Atau gimana coba jawab. Masih kurang tah gaji pemerintah buat kalian? Masih harus tah memeras masyarakat?
HARUS NYA DIBUAT APLIKASI DIKCAPIL INI UNTUK MENGURANGI PUNGLI ATAU CALO BERSERAGAM, INI MALAH DIPERSULIT LAGI MASUK APLIKASI NYA!! MIRIS SAMA INDONESIA!",1,False,seorang yg sering dikecewakan,BOBROKKKK
2024-10-02 02:00:09,"Setiap mau lihat dokumen KTP setelah masukan Pin Langsung FC, Tolong di Fix Bug min. Terimakasih",5,False,Yundi Oz,Force Closed Iphone X
2024-10-01 18:31:20,"Tolong perbaiki sistemnya, percuma mw digital tapi sering eror masa kalah sama member digital supermarket",1,False,Kristianalbert,Eror
2024-10-01 00:15:16,"Disuruh QR code di dukcapil, kita akses online karna gada waktu luang buat kesana, mending proses nya cepet.",1,False,Rajajawa,Kacaw
2024-10-01 00:51:55,tidak bisa menampilkan ktp eror terus di ios,5,False,Febrian93,error
2024-09-30 16:01:06,"Sudah mendaftarkan diri sejak satu tahun lalu, tapi penggunaan masih sangat minimum karena masih sangat banyak instansi HANYA bergantung pada e-KTP fisik, tidak bisa menerima verifikasi dengan cara scan QR dari aplikasi ini.",1,False,C. A. Natadiredja,Tidak Bermanfaat
2024-09-27 14:27:40,Admin tolong aplikasinya gangguan dari pagi ga bisa akses e ktp,3,False,Widi tryatno,Lagi gangguan
2024-09-30 11:48:52,"Cem mana digital masih harus tetep ke kantor minta barcode dr petugas, mana hapeku dipegang2 lama sm petugas buka2 email google.. apa itu privasi🤣sampe ku pelototin.",1,False,Macanternak,Whatt?😂
2024-09-30 05:33:35,Sudah 4 hari tidak bisa dibuka,2,False,Tongky59,Tidak bisa dibuka
2024-09-29 08:18:06,"Sudah beberapa hari ini tidak bisa buka dokumen ktp nya, nanti kalau sistem nya sudah normal sya naikin bintang nya.",1,False,Denish I,Tidak bisa buka dokumen
2024-09-28 07:48:01,tolonglah ini gimana mau buka dokumen ga bisa bisaaaa loading terusssssss😡🤬,1,False,hhhhhhhhhhhh123567,jelek
2024-09-28 07:01:41,Sudah tiga bulan pengajuan dari aplikasi tanpa hasil. Bingung ngapain aja,1,False,ex ovo user yang kecewa berat,3 BULAN PENGAJUAN TANPA HASIL
2024-09-28 06:58:08,"Aplikasi lambat padahal tinggal narik dari database, gak perlu proses apa2 lagi. 
Duitnya dikorupsi ini makanya aplikasinya jelek",1,False,Hfz abd,Yang bikin masih magang
2024-09-28 05:16:31,aplikasi paling stupid yang pernah gw install 🤣🤣🤣,1,False,amin faruq,aneh
2024-09-26 12:43:21,masa button login warna ijo wkwk,2,False,alka1997,ui nya jelek
2024-09-27 12:08:27,"Aplikasi tolol, ngapain pake minta foto wajah klo ujung2 nya suruh minta kode QR ke kantor dukcapil.
Apanya yang digital klo gitu sistem nya, sampahhhhh",1,False,Redpark87,Aplikasi Sampah
2024-09-25 07:52:53,"Aplikasi dodol, awalnya bisa akses KTP digital  tapi besokannya mau dipake udah ngga bisa. Loading melulu. Ga jelas ni aplikasi. E-KTP juga antriannya lama banget. Mau ngapa-ngapain ngga bisa. Negara ku kenapa hancur banget manajemen mu?",2,False,rororerer,Bodoh
2024-09-25 10:46:00,tolong perbaiki bug bug and bug masa tidak bisa buka dokumen,1,False,kontol_memek,Dokumen tidak bisa di buka
2024-09-25 06:56:32,"udah dftar di balaidesa data udah masuk, pas buka muter2 mulu...di hp andro istri bisa...
tak coba di iphone 7+ sama 6s muter2 apa hp sya yg g bs??",2,False,gentalo,g bisa dibuka
2024-09-24 09:25:11,Sangat disayangkan tidak ada pilihan lupa pin. Sehingga untuk saya yang pelupa tidak bisa masuk,1,False,yoake96,Jika lupa pin tidak ada opsi untuk perbaruan
2024-09-24 05:50:15,"Ini gimana sih caranya, baru masuk tapi sudah diminta pin nya. Ya saya gak tau pinnya apa, malah ke blokir. Yg bener2 aja lah",1,False,Atharssssss,Mohon bantuannya
2024-09-21 02:55:21,"Masa harus ke tetap kantor dukcapil juga,🤪",1,False,Zeto25,Aneh
2024-09-18 00:31:00,Mesti ke disdukcapil lagi ngga praktis...mungkin untuk keamanan...tidak semudah pinjol atau aplikasi lain...kebanyakan aplikasi pemerintah juga tidak praktis,1,False,memeicikto,Mesti ke disdukcapil
2024-09-18 00:17:43,Apanya yang digital anjing harus ke dukcapil dulu GOBLOK,1,False,Jiirawn,APLIKASI TOLOL
2024-09-17 19:05:55,"Katanya digital tapi ga bisa daftar via online, gimana sih ini konsep nya? Jadi bingung sendiri, ngecek email tapi ga ada email masuk untuk barcode nya masa harus dateng ke kantor dukcapil cuma untuk scan barcode doang? Kalo seperti ini berarti bukan daftar online namanya sama saja daftar offline🤦 kalo disuruh ke kantor dukcapil ya mending daftar offline sekalian ya kan.. hadeeh ribet🤦",1,False,uukzx,Digital? Ga bisa via online? Mana maen
2024-09-17 17:47:32,"Di era digital seperti saat ini seharusnya tidak perlu lagi perubahan alamat, penggantian kartu rusak dan lainnya harus pergi ke Dukcapil terdekat. 

Pendaftaran untu memakai sistem IKD juga tidak harus bertemu offline. Sistem seharusnya sudah bisa meyakinkan data yang masukan bisa diverifikasi bahwa data tsb valid adanya.

Salam",1,False,jaya2018,Hindari pertemuan offline
2024-09-14 14:54:45,"Bagi developer Harusnya ada menu login bagi yg sudah registrasi, sedangkan jika perangkat rusak,mau engga mau pindah ke perangkat lain, tombol login tidak ada,hanya registrasi. Bagaimana untuk solusi ini?",3,False,Bangobayu,User ganti perangkat
2024-09-17 05:03:34,"Aplikasi apa ini pak , gunanya apa gitu ? Untuk online ?",1,False,Calvin adiputra2022,Aplikasi
2024-09-02 08:44:20,"Gabisa Forgot Password / Lupa Sandi di menu Awal , verifikasi pun perlu barcode ke kantor ,apa gunanya aplikasi online",3,False,heleeeeh,Payah
2024-09-12 03:46:55,Ampun konoha dikasi aplikasi tp kode QR harus ke kantor dukcapil dulu.,1,False,"Drew*""",Konoha
2024-09-10 03:00:37,"Aplikasi gak guna,, katanta online tpi harus kekantor buat daftar",1,False,airiaizen,buang buang anggaran
2024-09-09 12:09:07,"Mengenai penggantian ktp fisik dengan ktp digital dirasa belum efektif, dimana ktp fisik tetap diminta saat mengurusi administrasi di bank, cetak kartu atm di mesin atm pakai ktp fisik dan lain-lain. Sementara gak ada lagi cetak ktp fisik. Jadi bingung sendiri. Ujung-ujung nya minta tolong orang dalam cetakin ktp fisik. pakai uang lagi.
Tolong di kaji lagi deh yang kayak gini-gini nih. Mending adain lagi ktp fisik. Menyusahkan rakyat banget. Belum siap tau pake digital gini kalau apa-apa lebih aman pake ktp fisik",1,False,Keynisa Aprilia,Kegunaan aplikasi dipertanyakan
2024-09-05 06:41:35,Kalau masih harus ambil barcode di kantor ngapain dibuatin website goblok,1,False,Sobari wana,Aplikasi tolol
2024-09-05 04:37:43,"Buat ape elu bikin aplikasi klo pertama daftar aja kudu dateng ke kantornya buat scan barcode yang bisa di dapet dri petugas dukcapilnya bambang, kan bisa verifikasi email aja cukup , kocak bat knapa si, tar sampe sana kudu fotocopy ktp lagi jgn2?",1,False,booim13,Aps busuk penghabis pengadaan anggaran
2024-09-04 05:06:21,Percuma daftar online tp harus ke sana buat minta barcode ke petugas. Hmmm sistem tidak berguna,1,False,Wkwkwkwkrhufbzbwhsjdjdjbdhehe,Sistemnya tolong diperbaiki lg kalau tujuannya emang memudahkan.
2024-09-03 22:36:34,"Hari ini 4 september 2024, masih diharuskan verifikasi dengan datang ke kantor fisik dan scan barcode! Memang ketat, tapi saya setuju dengan yg kasi saran sebelomnya. Pakai verifikasi video call seperti bank atau boleh ke kantor yang ditunjuk untuk meverifikasi seperti RW lah minimal.",1,False,Vpoh,Masih harus ke kantor fisik
2024-09-03 13:16:34,"Tampilan sangat tidak menarik, tidak bisa upload foto, dan gak pernah ada pembaruan",1,False,y0ng12,Aplikasi lemot
2024-08-23 03:51:58,Ini namanya bukan online krn harus ada scan kode QR lagi,3,False,Pengguna Ap.Dukcapil Online,Kode QR
2024-09-02 04:19:04,"Iyaa ribett, goblok banget bikin aplikasi model beginian, ngapain harus verif ke capil lg. reqell",2,False,Bang_Joy,Ribett
2024-08-29 04:00:42,"Aplikasi tidak berguna, Mau pengurusan singkon KTP fisik dan digital dikecamatan dengan menunjukan IKD digital tetap ditolakk… harus menggunakan fisik.",1,False,Rangga Dony,Kritikan
2024-08-28 17:09:33,"Saya udah 2 hp untuk buka apk ini tapi masih aja ga bisa, terus gimana mau cetak ktp kalo aplikasi ga bisa di buka, nanti datang langsung ke sana petugas ngotot harus pakek apk ini!!!!",1,False,.zzzma,Aplikasi tidak bisa di gunakan
2024-08-28 12:57:05,"Aplikasi yang tidak membantu sama sekali.
Aplikasi dipakai buat memudahkan
Bisa online dan simpan data digital.

Tapi kenapa harus datang scan dihadapan petugas",1,False,Wid.Sur,Aplikasi Manual
2024-08-28 04:45:30,gak jelas babi ngrepoti,1,False,clownplek,ruwet
2024-08-25 07:08:52,Capek capek download ttp harus ke disdukcapil. Mengcapeeeekk,2,False,Mpitri,Sama ribet
2024-08-22 14:29:16,kukira mempermudah tapi tetep saja harus ke dukcapil. mohon di review lagi,3,False,komennitami,-
2024-08-21 16:27:20,Digital tapi wajib ke disdukcapil,1,False,F ramdani,Ribet
2024-08-19 03:57:49,Lama saat loading masuk aplikasi. Status memuat terus,3,False,Dewi R R,Masuk Aplikasi lama
2024-08-21 05:31:43,Bintang dua untuk ide dan gagasannya sj. Selebihnya maaf bukan online klu masih harus datang ke dukcapil,2,False,Tutatituteto,Offline bukan online
2024-08-21 05:19:37,"bener” gajelas, online kok disuruh dateng ke kantor, ga mempermudah sama sekali",1,False,azaaidha,"bener” gajelas, online kok disuruh dateng ke kantor, ga mempermudah sama sekali"
2024-08-20 01:26:31,"Ada aplikasi pelayanan online tapi harus verifikasi ke kantor, bukan mempermudah tapi memper ribet",1,False,Rakyatidn,Seperti Biasa Pelayanan Pemerintah Pasti Ribet
2024-08-19 12:28:12,Ngapain via online klo tetap harus datang ke disdukcapil?,1,False,akhmadru,Useless
2024-08-19 10:22:34,Aplikasi aneh. Daftar harus dateng ke kantor,1,False,Fatoni01,Aneh
2024-08-19 07:20:38,"sipapun yang jadi eselon pengambil kebijakan, ubah sop pelayanan, masukin orang2 muda..
aplikasi gini gada sarana bantuan aja udah aneh, kalo ada apa2 kita ga bisa hubungi official calll centre atau live chat.. ga jelas, ini aplikasi kyak buat jualannya pejabat
pencetus biar dapet promosi 🫠 sebenrnya gpp apapun motivnya tapi kalau bikin aplikasi jangan setengah2 risetnya, perbaiki terus menerus",1,False,sws adi,masukan dan saran
2024-08-16 02:54:37,Gimana cara syaa udh pengajuan perubahan pendidikan di Kartu Keluarga sampai sekarang belum berubah pendidikan terakhir nya dan ga ada juga verifikasi perubahan pendidikan melalui email udh sebulan lebih.,3,False,Jon muslihat,Kritikan
2024-08-18 01:10:51,"App tidak bisa dibuka,apa karena ip saya udah jadul ya??? Atau app nya yg lg kena hack??? Tolong bisa di respon???jangan maem gaji buta ya????",2,False,Paijo dari Nusantara city,Tidak bisa buka app di ip 11
2024-08-16 15:38:43,"Setiap masuk apk harus pakai sandi , tapi saya lupa nih , tapi langsung terblokir sementara engga ada pilihan “lupa kata sandi” .. lah gimana mau ganti sandi nya lagi .. tolong di perbaiki lagi ,",1,False,Susah cring,Lupa sandi
2024-08-14 04:10:06,permohonan cetak KK online tidak ditindaklanjuti. sangat kecewa dengan dukcapil daerah kabupaten tangerang dan semua yg bertanggungjawab atas layanan applikasi ini. tks,2,False,handini04,Layanan Cetak KK Online
2024-08-14 12:23:17,"Hi Admin,

Mohon bantuannya, apakah ada bug system sehingga saat selfie foto (setelah diketuk 2x pada layar selfie) langsung keluar dari aplikasi.

Registrasi IKD tidak bisa dilakukan sampai sekarang.",1,False,un4t4t4,Selfie Foto tidak bisa
2024-08-10 10:44:46,"Agak Laen ini aplikasi
Kan judulnya daftar online terus ketika sudah tahap foto malah disuru scan barcode yang di sediakan oleh petugas dukcapil ? Ya sama Bohong dong ngapain online kalo harus berhadapan dengan petugas Dukcapil juga 🤣 Ya mending langsung aja urus KTP ke kantornya Dukcapil sekalian",2,False,Nitizen Bla bla bla,Gak efisien
